speakerId,firstName,lastName,party,fraction
11004135,Lothar,Riebsamen,CDU,CDU/CSU
11004136,Josef,Rief,CDU,CDU/CSU
11004186,Harald,Weinberg,DIE LINKE.,Die Linke
11004252,André,Berghegger,CDU,CDU/CSU
11004725,Axel,Gehrke,AfD,AfD
11004931,Nicole,Westig,FDP,FDP
11002823,Ute,Vogt,SPD,SPD
11003860,Kai,Wegner,CDU,CDU/CSU
11004040,Alois,Gerig,CDU,CDU/CSU
11004088,Caren,Lay,DIE LINKE.,Die Linke
11004100,Jan-Marco,Luczak,CDU,CDU/CSU
11004183,Sahra,Wagenknecht,DIE LINKE.,Die Linke
11004187,Sabine,Weiss,CDU,CDU/CSU
11004244,Heike,Baehrens,SPD,SPD
11004327,Georg,Kippels,CDU,CDU/CSU
11004346,Yvonne,Magwas,CDU,CDU/CSU
11004358,Bettina,Müller,SPD,SPD
11004454,Pia,Zimmermann,DIE LINKE.,Die Linke
11004704,Siegbert,Droese,AfD,AfD
11004742,Katrin,Helling-Plahr,FDP,FDP
11004814,Astrid,Mannes,CDU,CDU/CSU
11004874,Wieland,Schinnenburg,FDP,FDP
11003551,Michael,Hennrich,CDU,CDU/CSU
11004622,Sarah,Ryglewski,SPD,SPD
11004776,Achim,Kessler,DIE LINKE.,Die Linke
11003510,Helge,Braun,CDU,CDU/CSU
11003542,Markus,Grübel,CDU,CDU/CSU
11004134,Ingrid,Remmers,DIE LINKE.,Die Linke
11004296,Gabriela,Heinrich,SPD,SPD
11002746,Cem,Özdemir,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11003210,René,Röspel,SPD,SPD
11003643,Gero,Storjohann,CDU,CDU/CSU
11003744,Martin,Burkert,SPD,SPD
11003847,Rita,Schwarzelühr-Sutter,SPD,
11004085,Stephan,Kühn,BÜNDNIS 90/DIE GRÜNEN,Bündnis 90 / Die Grünen
11004116,Nadine,Schön,CDU,CDU/CSU
11004152,Detlef,Seif,CDU,CDU/CSU
11004155,Patrick,Sensburg,CDU,CDU/CSU
11004283,Oliver,Grundmann,CDU,CDU/CSU
11004329,Arno,Klare,SPD,SPD
11004392,Bernd,Rützel,SPD,SPD
11004865,Bernd,Riexinger,DIE LINKE.,Die Linke
11004883,Felix,Schreiner,CDU,CDU/CSU
11004903,Andreas,Steier,CDU,CDU/CSU
11004904,Mathias,Stein,SPD,SPD
11004038,Thomas,Gebhart,CDU,CDU/CSU
11004677,Mario,Brandenburg,FDP,FDP
11002720,Steffi,Lemke,BÜNDNIS 90/DIE GRÜNEN,
11003853,Kirsten,Tackmann,DIE LINKE.,Die Linke
11004011,Steffen,Bilger,CDU,CDU/CSU
11004159,Judith,Skudelny,FDP,FDP
11004291,Sebastian,Hartmann,SPD,SPD
11004366,Florian,Oßner,CSU,CDU/CSU
11004445,Oliver,Wittke,CDU,CDU/CSU
11004690,Karlheinz,Busen,FDP,FDP
11004717,Brigitte,Freihold,DIE LINKE.,Die Linke
11002672,Barbara,Hendricks,SPD,SPD
11002621,Doris,Barnett,SPD,SPD
11003832,Johannes,Röring,CDU,CDU/CSU
11004168,Dieter,Stier,CDU,CDU/CSU
11004277,Astrid,Freudenstein,CSU,CDU/CSU
11004331,Markus,Koob,CDU,CDU/CSU
11004369,Ingrid,Pahlmann,CDU,CDU/CSU
11004827,Andreas,Mrosek,AfD,AfD
11004846,Gerold,Otten,AfD,AfD
11004915,Hans-Jürgen,Thies,CDU,CDU/CSU
11004336,Silke,Launert,CSU,CDU/CSU
11004783,Katharina,Kloke,FDP,FDP
11004889,Torsten,Schweiger,CDU,CDU/CSU
11002798,Johannes,Selle,CDU,CDU/CSU
11004837,Zaklin,Nastic,DIE LINKE.,Die Linke
11004847,Frank,Pasemann,Plos,AfD
11003527,Maria,Flachsbarth,CDU,CDU/CSU
11004033,Edgar,Franke,SPD,SPD
11004292,Matthias,Hauer,CDU,CDU/CSU
