,AgendaItemTitle,AgendaItemNumber,Order,AgendaItemDate,ProtocolId,DateOnly,ProtocolDate,LegislaturePeriod,Number,SessionTitle,AgendaItemsCount,MongoId,Id
2663,Abschließende Beratungen ohne Aussprache,28,6,2023-06-22T14:55:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2664,Aktuelle Stunde: Strukturförderung ist Gemeinschaftsaufgabe,ZP 3,7,2023-06-22T15:10:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2665,Sanktionenrecht,20,8,2023-06-22T16:55:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2666,"Einstufung sicherer Herkunftsstaaten: Georgien, Moldau",12,9,2023-06-22T17:40:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2667,Mahnmal für NS-verfolgte Zeugen Jehovas,11,10,2023-06-22T18:25:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2668,Bevölkerungsschutz vor potenzieller Terrorgefahr,14,11,2023-06-22T19:10:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2669,Änderung des Tabakerzeugnisgesetzes,13,12,2023-06-22T19:55:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2670,Gesetzlicher Mindestlohn,16,13,2023-06-22T20:25:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2671,"Weingesetz, Pflanzenschutzmittelreduktion im Weinbau",15,14,2023-06-22T21:05:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2672,Reformpläne zum Wissenschaftszeitvertragsgesetz,17,15,2023-06-22T21:30:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2673,Aussetzung der Stilllegung von Agrarflächen,18,16,2023-06-22T22:00:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2674,Deutsches Institut für Menschenrechte,ZP 4,17,2023-06-22T22:25:00,651af4d3-bdb1-40b2-e451-08dbb6b04007,2023-06-22,2023-06-22T00:00:00,20,112,112. Sitzung,17,00000000-0000-0000-0000-000000000000,651af4d3-bdb1-40b2-e451-08dbb6b04007
2675,Fachkräfteeinwanderung,"ZP 5, 6",1,2023-06-23T09:00:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2676,Assoziierungsabkommen EU-Mercosur-Staaten,"21, ZP 7",2,2023-06-23T10:40:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2677,Stärkung der Aus- und Weiterbildungsförderung,ZP 8,3,2023-06-23T12:00:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2678,Maßnahmen zur Bekämpfung der Rezession,"23, ZP 9",4,2023-06-23T12:50:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2679,Einspruch gegen Ordnungsmaßnahme,ZP 17,5,2023-06-23T13:40:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2680,"Erdgas-, Wärme- und Strompreisbremsengesetz","ZP 10, 11",6,2023-06-23T13:40:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2681,Banken und Sparkassen vor Ort,"25, ZP 12",7,2023-06-23T14:25:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2682,Arzneimittel-Lieferengpassbekämpfungs- und Versorgungsverbesserungsgesetz,ZP 13,8,2023-06-23T15:15:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2683,Bundeswehreinsatz in Bosnien und Herzegowina (EUFOR ALTHEA),22,9,2023-06-23T16:05:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2684,Bundeswehreinsatz im Libanon (UNIFIL),24,10,2023-06-23T16:50:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2685,Änderung des Lobbyregistergesetzes,"26, ZP 14, 15",11,2023-06-23T17:30:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2686,Aktuelle Stunde: Tarifverträge in der Windradbranche,ZP 16,12,2023-06-23T18:15:00,bd4208e2-2168-4962-e450-08dbb6b04007,2023-06-23,2023-06-23T00:00:00,20,113,113. Sitzung,12,00000000-0000-0000-0000-000000000000,bd4208e2-2168-4962-e450-08dbb6b04007
2687,Befragung der Bundesregierung (Bundeskanzler),1,1,2023-07-05T13:00:00,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007,2023-07-05,2023-07-05T00:00:00,20,114,114. Sitzung,6,00000000-0000-0000-0000-000000000000,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007
2688,Fragestunde,2,2,2023-07-05T14:10:00,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007,2023-07-05,2023-07-05T00:00:00,20,114,114. Sitzung,6,00000000-0000-0000-0000-000000000000,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007
2689,Aktuelle Stunde: Standort Deutschland in Gefahr,ZP 1,3,2023-07-05T15:00:00,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007,2023-07-05,2023-07-05T00:00:00,20,114,114. Sitzung,6,00000000-0000-0000-0000-000000000000,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007
2690,Güterverkehrs- und Logistikbranche,"ZP 2, TOP 14",4,2023-07-05T16:30:00,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007,2023-07-05,2023-07-05T00:00:00,20,114,114. Sitzung,6,00000000-0000-0000-0000-000000000000,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007
2691,Untersuchungsausschuss zum Komplex Warburg/Cum-Ex,"6, ZP 3",5,2023-07-05T17:20:00,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007,2023-07-05,2023-07-05T00:00:00,20,114,114. Sitzung,6,00000000-0000-0000-0000-000000000000,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007
2692,Evaluation von Pseudowissenschaften,13,6,2023-07-05T18:15:00,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007,2023-07-05,2023-07-05T00:00:00,20,114,114. Sitzung,6,00000000-0000-0000-0000-000000000000,55bdd1f7-f6c5-4af3-e44f-08dbb6b04007
2693,Suizidhilfe,"5, ZP 16",1,2023-07-06T09:00:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2694,Wettbewerbsfähigkeit im int. Steuerwettbewerb,ZP 4,2,2023-07-06T12:00:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2695,Maritime Souveränität,17,3,2023-07-06T13:20:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2696,Beschleunigung von Beschaffungsmaßnahmen Bundeswehr,8,4,2023-07-06T14:40:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2697,Überweisungen im vereinfachten Verfahren,"23, ZP 5",5,2023-07-06T16:00:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2698,Abschließende Beratungen ohne Aussprache,"24, ZP 17",6,2023-07-06T16:00:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2699,Aktuelle Stunde: Unruhen in Frankreich - Parallelgesellschaften in Deutschland,ZP 6,7,2023-07-06T16:20:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2700,Gesetz gegen Wettbewerbsbeschränkungen,ZP 7,8,2023-07-06T17:30:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2701,NATO-Gipfel in Vilnius,10,9,2023-07-06T18:15:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2702,Verbesserung des Klimaschutzes beim Immissionsschutz,21,10,2023-07-06T19:05:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2703,Rasche u. geordnete Beendigung des MINUSMA-Einsatzes,ZP 8,11,2023-07-06T19:45:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2704,Aufhebung der Immunität,ZP 18,12,2023-07-06T20:30:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2705,Energiewirtschaftsrecht,7,13,2023-07-06T20:30:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2706,Clankriminalität,ZP 9,14,2023-07-06T21:15:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2707,31. Bundes-Immissionsschutz-Verordnung,9,15,2023-07-06T21:40:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2708,Versorgung von Long/Post-COVID und Post-Vac-Syndrom,3,16,2023-07-06T22:00:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2709,Härtefallfonds - Rentenüberleitung,12,17,2023-07-06T22:35:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2710,EU-Verordnung Künstliche Intelligenz,16,18,2023-07-06T22:50:00,04439811-3779-421f-aa29-08dbb6d3b34a,2023-07-06,2023-07-06T00:00:00,20,115,115. Sitzung,18,00000000-0000-0000-0000-000000000000,04439811-3779-421f-aa29-08dbb6d3b34a
2711,LNG-Beschleunigung,"ZP 10,11",1,2023-07-07T09:00:00,e6e2f18c-200d-463c-e44e-08dbb6b04007,2023-07-07,2023-07-07T00:00:00,20,116,116. Sitzung,7,00000000-0000-0000-0000-000000000000,e6e2f18c-200d-463c-e44e-08dbb6b04007
2712,Beschluss des Bundesverfassungsgerichts zum Gebäudeenergiegesetz,ZP 19,2,2023-07-07T10:30:00,e6e2f18c-200d-463c-e44e-08dbb6b04007,2023-07-07,2023-07-07T00:00:00,20,116,116. Sitzung,7,00000000-0000-0000-0000-000000000000,e6e2f18c-200d-463c-e44e-08dbb6b04007
2713,"Pass-, Ausweis- und Dokumentenwesen",19. ZP 12,3,2023-07-07T12:05:00,e6e2f18c-200d-463c-e44e-08dbb6b04007,2023-07-07,2023-07-07T00:00:00,20,116,116. Sitzung,7,00000000-0000-0000-0000-000000000000,e6e2f18c-200d-463c-e44e-08dbb6b04007
2714,Ausbau des Bevölkerungsschutzes und Klimaanpassung,18,4,2023-07-07T12:50:00,e6e2f18c-200d-463c-e44e-08dbb6b04007,2023-07-07,2023-07-07T00:00:00,20,116,116. Sitzung,7,00000000-0000-0000-0000-000000000000,e6e2f18c-200d-463c-e44e-08dbb6b04007
2715,Verbandsklagenrichtlinienumsetzungsgestz,ZP 13,5,2023-07-07T13:40:00,e6e2f18c-200d-463c-e44e-08dbb6b04007,2023-07-07,2023-07-07T00:00:00,20,116,116. Sitzung,7,00000000-0000-0000-0000-000000000000,e6e2f18c-200d-463c-e44e-08dbb6b04007
2716,Krankenhausschließungen,22,6,2023-07-07T14:25:00,e6e2f18c-200d-463c-e44e-08dbb6b04007,2023-07-07,2023-07-07T00:00:00,20,116,116. Sitzung,7,00000000-0000-0000-0000-000000000000,e6e2f18c-200d-463c-e44e-08dbb6b04007
2717,Steigerung der Energieeffizienz,ZP 14,7,2023-07-07T15:10:00,e6e2f18c-200d-463c-e44e-08dbb6b04007,2023-07-07,2023-07-07T00:00:00,20,116,116. Sitzung,7,00000000-0000-0000-0000-000000000000,e6e2f18c-200d-463c-e44e-08dbb6b04007
2718,"Einbringung Haushaltsgesetz 2024, Finanzplan des Bundes 2023 bis 2027",1,1,2023-09-05T10:30:00,44984354-03cc-4a8c-aa28-08dbb6d3b34a,2023-09-05,2023-09-05T00:00:00,20,117,            117. Sitzung,7,00000000-0000-0000-0000-000000000000,44984354-03cc-4a8c-aa28-08dbb6d3b34a
2719,Allgemeine Finanzdebatte,"Epl 20,32,60",2,2023-09-05T11:20:00,44984354-03cc-4a8c-aa28-08dbb6d3b34a,2023-09-05,2023-09-05T00:00:00,20,117,            117. Sitzung,7,00000000-0000-0000-0000-000000000000,44984354-03cc-4a8c-aa28-08dbb6d3b34a
2720,"Familie, Senioren, Frauen und Jugend",Epl 17,3,2023-09-05T13:05:00,44984354-03cc-4a8c-aa28-08dbb6d3b34a,2023-09-05,2023-09-05T00:00:00,20,117,            117. Sitzung,7,00000000-0000-0000-0000-000000000000,44984354-03cc-4a8c-aa28-08dbb6d3b34a
