,AgendaItemTitle,AgendaItemNumber,Order,AgendaItemDate,ProtocolId,DateOnly,ProtocolDate,LegislaturePeriod,Number,SessionTitle,AgendaItemsCount,MongoId,Id
3711,Massenmigration über Polen - Belarus-Route,5,5,2021-11-18T13:00:00,080624de-70b6-465e-ed57-08da0c32b602,2021-11-18,2021-11-18T00:00:00,20,3,3. Sitzung,7,6205403f03957565211831da,080624de-70b6-465e-ed57-08da0c32b602
3712,Verhinderung von Kita- und Schulschließungen,ZP 2,6,2021-11-18T13:45:00,080624de-70b6-465e-ed57-08da0c32b602,2021-11-18,2021-11-18T00:00:00,20,3,3. Sitzung,7,6205403f03957565211831da,080624de-70b6-465e-ed57-08da0c32b602
3713,Abschließende Beratung ohne Aussprache,"7, ZP 3",7,2021-11-18T14:25:00,080624de-70b6-465e-ed57-08da0c32b602,2021-11-18,2021-11-18T00:00:00,20,3,3. Sitzung,7,6205403f03957565211831da,080624de-70b6-465e-ed57-08da0c32b602
3714,"Eidesleistung der Bundesministerin für Familie, Senioren, Frauen und Jugend",1,1,2022-04-27T13:05:00,84470e31-dd9b-4be3-45f9-08da85a8057c,2022-04-27,2022-04-27T00:00:00,20,30,30. Sitzung,7,00000000-0000-0000-0000-000000000000,84470e31-dd9b-4be3-45f9-08da85a8057c
3715,Befragung der Bundesregierung,2,2,2022-04-27T13:05:00,84470e31-dd9b-4be3-45f9-08da85a8057c,2022-04-27,2022-04-27T00:00:00,20,30,30. Sitzung,7,00000000-0000-0000-0000-000000000000,84470e31-dd9b-4be3-45f9-08da85a8057c
3716,Fragestunde,3,3,2022-04-27T14:15:00,84470e31-dd9b-4be3-45f9-08da85a8057c,2022-04-27,2022-04-27T00:00:00,20,30,30. Sitzung,7,00000000-0000-0000-0000-000000000000,84470e31-dd9b-4be3-45f9-08da85a8057c
3717,Aktuelle Stunde - Warnung der Wissenschaft vor gravierenden Folgen des Klimawandels,ZP 1,4,2022-04-27T15:20:00,84470e31-dd9b-4be3-45f9-08da85a8057c,2022-04-27,2022-04-27T00:00:00,20,30,30. Sitzung,7,00000000-0000-0000-0000-000000000000,84470e31-dd9b-4be3-45f9-08da85a8057c
3718,"Änderung Art. 87a GG, Bundeswehrsondervermögensgesetz",4,5,2022-04-27T16:30:00,84470e31-dd9b-4be3-45f9-08da85a8057c,2022-04-27,2022-04-27T00:00:00,20,30,30. Sitzung,7,00000000-0000-0000-0000-000000000000,84470e31-dd9b-4be3-45f9-08da85a8057c
3719,Digitalisierungskosten bei steuergesetzlichen Vorhaben,5,6,2022-04-27T18:05:00,84470e31-dd9b-4be3-45f9-08da85a8057c,2022-04-27,2022-04-27T00:00:00,20,30,30. Sitzung,7,00000000-0000-0000-0000-000000000000,84470e31-dd9b-4be3-45f9-08da85a8057c
3720,Erhalt des Par. 219a StGB,ZP 2,7,2022-04-27T18:50:00,84470e31-dd9b-4be3-45f9-08da85a8057c,2022-04-27,2022-04-27T00:00:00,20,30,30. Sitzung,7,00000000-0000-0000-0000-000000000000,84470e31-dd9b-4be3-45f9-08da85a8057c
3721,Umfassende Unterstützung für die Ukraine,"ZP 3, TOP 8",1,2022-04-28T09:00:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3722,Sofortprogramm für Unternehmen und Beschäftigte,"13, ZP 4",2,2022-04-28T10:30:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3723,Mindestlohn - geringfügige Beschäftigung,7,3,2022-04-28T11:45:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3724,Abschiebung von abgelehnten Flüchtlingen,10,4,2022-04-28T13:05:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3725,Überweisungen im vereinfachten Verfahren,"25, ZP 5",5,2022-04-28T14:30:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3726,Abschließende Beratungen ohne Aussprache,26,6,2022-04-28T14:30:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3727,Wahlen zu Gremien,11,7,2022-04-28T14:35:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3728,Aktuelle Stunde zu der von der Bundesregierung angekündigten Kehrtwende bei Energiepreisen,ZP 7,8,2022-04-28T14:40:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3729,Sofortzuschlags- und Einmalzahlungsgesetz,9,9,2022-04-28T16:05:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3730,Forcierung der Klimaanpassung,15,10,2022-04-28T16:50:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3731,Absenkung der Kostenbelastungen durch die EEG-Umlage,12,11,2022-04-28T17:35:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3732,Einrichtungsbezogene Impfpflicht gegen COVID-19,17,12,2022-04-28T18:20:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3733,Deutsche Welle - Aufgabenplanung 2022 bis 2025,14,13,2022-04-28T19:10:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3734,CO2-Bepreisung in Mietnebenkosten,19,14,2022-04-28T19:50:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3735,Änderung des Allgemeinen Gleichbehandlungsgesetzes,16,15,2022-04-28T20:20:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3736,Aufhebung der Immunität,ZP 8,16,2022-04-28T20:50:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3737,Änderung des Rennwett- und Lotteriegesetzes,18,17,2022-04-28T20:50:00,1fbb3067-4301-4f41-45f8-08da85a8057c,2022-04-28,2022-04-28T00:00:00,20,31,31. Sitzung,17,00000000-0000-0000-0000-000000000000,1fbb3067-4301-4f41-45f8-08da85a8057c
3738,Jahresbericht 2021 der Wehrbeauftragten,20,1,2022-04-29T09:00:00,9166933d-ea26-43c5-45f7-08da85a8057c,2022-04-29,2022-04-29T00:00:00,20,32,32. Sitzung,6,00000000-0000-0000-0000-000000000000,9166933d-ea26-43c5-45f7-08da85a8057c
3739,Impulse für Einzelhandel und Innenstädte,23,2,2022-04-29T10:35:00,9166933d-ea26-43c5-45f7-08da85a8057c,2022-04-29,2022-04-29T00:00:00,20,32,32. Sitzung,6,00000000-0000-0000-0000-000000000000,9166933d-ea26-43c5-45f7-08da85a8057c
3740,Änderung des Energiesicherungsgesetzes 1975,ZP 6,3,2022-04-29T11:50:00,9166933d-ea26-43c5-45f7-08da85a8057c,2022-04-29,2022-04-29T00:00:00,20,32,32. Sitzung,6,00000000-0000-0000-0000-000000000000,9166933d-ea26-43c5-45f7-08da85a8057c
3741,Zentrales Immobilienregister,24,4,2022-04-29T12:35:00,9166933d-ea26-43c5-45f7-08da85a8057c,2022-04-29,2022-04-29T00:00:00,20,32,32. Sitzung,6,00000000-0000-0000-0000-000000000000,9166933d-ea26-43c5-45f7-08da85a8057c
3742,Einspruch gegen Ordnungsmaßnahme,ZP 9,5,2022-04-29T13:25:00,9166933d-ea26-43c5-45f7-08da85a8057c,2022-04-29,2022-04-29T00:00:00,20,32,32. Sitzung,6,00000000-0000-0000-0000-000000000000,9166933d-ea26-43c5-45f7-08da85a8057c
3743,Bundeswehreinsatz bei EUNAVFOR MED IRINI,22,6,2022-04-29T13:25:00,9166933d-ea26-43c5-45f7-08da85a8057c,2022-04-29,2022-04-29T00:00:00,20,32,32. Sitzung,6,00000000-0000-0000-0000-000000000000,9166933d-ea26-43c5-45f7-08da85a8057c
3744,Befragung der Bundesregierung,1,1,2022-05-11T13:05:00,8dab37ce-f6a9-49fb-45f6-08da85a8057c,2022-05-11,2022-05-11T00:00:00,20,33,33. Sitzung,7,00000000-0000-0000-0000-000000000000,8dab37ce-f6a9-49fb-45f6-08da85a8057c
3745,Fragestunde,2,2,2022-05-11T14:25:00,8dab37ce-f6a9-49fb-45f6-08da85a8057c,2022-05-11,2022-05-11T00:00:00,20,33,33. Sitzung,7,00000000-0000-0000-0000-000000000000,8dab37ce-f6a9-49fb-45f6-08da85a8057c
3746,Aktuelle Stunde - Mehr Lebensmittel produzieren statt Ackerflächen stilllegen,ZP 1,3,2022-05-11T15:15:00,8dab37ce-f6a9-49fb-45f6-08da85a8057c,2022-05-11,2022-05-11T00:00:00,20,33,33. Sitzung,7,00000000-0000-0000-0000-000000000000,8dab37ce-f6a9-49fb-45f6-08da85a8057c
3747,Bundeswehreinsatz in Mali (MINUSMA),3,4,2022-05-11T16:30:00,8dab37ce-f6a9-49fb-45f6-08da85a8057c,2022-05-11,2022-05-11T00:00:00,20,33,33. Sitzung,7,00000000-0000-0000-0000-000000000000,8dab37ce-f6a9-49fb-45f6-08da85a8057c
3748,Unterbringung in einer Entziehungsanstalt gem. Par. 64 StGB,4,5,2022-05-11T17:15:00,8dab37ce-f6a9-49fb-45f6-08da85a8057c,2022-05-11,2022-05-11T00:00:00,20,33,33. Sitzung,7,00000000-0000-0000-0000-000000000000,8dab37ce-f6a9-49fb-45f6-08da85a8057c
3749,Bundeswehreinsatz im Sahel mit Schwerpunkt Niger (EUTM Mali),5,6,2022-05-11T18:05:00,8dab37ce-f6a9-49fb-45f6-08da85a8057c,2022-05-11,2022-05-11T00:00:00,20,33,33. Sitzung,7,00000000-0000-0000-0000-000000000000,8dab37ce-f6a9-49fb-45f6-08da85a8057c
3750,Clankriminalität,6,7,2022-05-11T18:50:00,8dab37ce-f6a9-49fb-45f6-08da85a8057c,2022-05-11,2022-05-11T00:00:00,20,33,33. Sitzung,7,00000000-0000-0000-0000-000000000000,8dab37ce-f6a9-49fb-45f6-08da85a8057c
3751,"Ausbau erneuerbarer Energien, Energiewirtschaftsrecht","7, ZP 2",1,2022-05-12T09:00:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3752,Bekämpfung der Preissteigerung,8,2,2022-05-12T10:25:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3753,Änderung des Bundesausbildungsförderungsgesetzes,9,3,2022-05-12T11:50:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3754,Arbeitsbedingungen in der Pflege,10,4,2022-05-12T13:10:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3755,Überweisungen im vereinfachten Verfahren,"32, 17, ZP 4",5,2022-05-12T14:30:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3756,Abschließende Beratungen ohne Aussprache,33,6,2022-05-12T14:30:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3757,Wahlen zu Gremien,"11, ZP 3",7,2022-05-12T14:35:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3758,Aktuelle Stunde - Soziale Folgen eines Ölembargos - Schutzschirm für Ostdeutschland,ZP 5,8,2022-05-12T14:35:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3759,Sofortzuschlags- und Einmalzahlungsgesetz,12,9,2022-05-12T16:05:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3760,Reaktion des Rechtsstaats auf den Angriffskrieg Russlands,26,10,2022-05-12T16:55:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3761,Steuerentlastungsgesetz 2022,"14, ZP 6",11,2022-05-12T17:40:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3762,Inklusive Arbeitswelt,15,12,2022-05-12T18:35:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3763,Änderung des Energiesicherungsgesetzes 1975,16,13,2022-05-12T19:20:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3764,Ukraine-Krieg - Keine Ausbildung an schweren Waffen in Deutschland,ZP 7,14,2022-05-12T20:10:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3765,"Regionalisierungsgesetz, 9-Euro-Ticket, ÖPNV-Ausbau",18,15,2022-05-12T20:55:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3766,Saatgutvielfalt zur Sicherung der Welternährung,19,16,2022-05-12T21:30:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3767,Transparente Arbeitsbedingungen in der EU,20,17,2022-05-12T22:00:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3768,Amtsausstattung des Bundeskanzlers nach der Amtszeit,21,18,2022-05-12T22:30:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3769,Änderung der Abgabenordnung,22,19,2022-05-12T22:45:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3770,Virtuelle Hauptversammlungen von Aktiengesellschaften,23,20,2022-05-12T23:05:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3771,Einrichtung Sondervermögen Energie- und Klimafonds,24,21,2022-05-12T23:30:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3772,Sanktionsdurchsetzungsgesetz I,ZP 8,22,2022-05-12T23:50:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3773,Gesetz zum Nationalen Normenkontrollrat,ZP 9,23,2022-05-12T00:05:00,2330fc81-2938-4e72-45f5-08da85a8057c,2022-05-12,2022-05-12T00:00:00,20,34,34. Sitzung,24,00000000-0000-0000-0000-000000000000,2330fc81-2938-4e72-45f5-08da85a8057c
3774,Rentenanpassung 2022,25,1,2022-05-13T09:00:00,0c1c7eaa-9774-4b5e-45f4-08da85a8057c,2022-05-13,2022-05-13T00:00:00,20,35,35. Sitzung,7,00000000-0000-0000-0000-000000000000,0c1c7eaa-9774-4b5e-45f4-08da85a8057c
3775,Wehrhafte Demokratie gegenüber Extremismus,13,2,2022-05-13T10:15:00,0c1c7eaa-9774-4b5e-45f4-08da85a8057c,2022-05-13,2022-05-13T00:00:00,20,35,35. Sitzung,7,00000000-0000-0000-0000-000000000000,0c1c7eaa-9774-4b5e-45f4-08da85a8057c
3776,Verbot der Werbung für den Schwangerschaftsabbruch,27,3,2022-05-13T11:35:00,0c1c7eaa-9774-4b5e-45f4-08da85a8057c,2022-05-13,2022-05-13T00:00:00,20,35,35. Sitzung,7,00000000-0000-0000-0000-000000000000,0c1c7eaa-9774-4b5e-45f4-08da85a8057c
3777,Nationale sicherheitspolitische Gesamtstrategie,ZP 10,4,2022-05-13T12:30:00,0c1c7eaa-9774-4b5e-45f4-08da85a8057c,2022-05-13,2022-05-13T00:00:00,20,35,35. Sitzung,7,00000000-0000-0000-0000-000000000000,0c1c7eaa-9774-4b5e-45f4-08da85a8057c
3778,Änderung des SGB II (Aussetzung der Sanktionen),29,5,2022-05-13T13:20:00,0c1c7eaa-9774-4b5e-45f4-08da85a8057c,2022-05-13,2022-05-13T00:00:00,20,35,35. Sitzung,7,00000000-0000-0000-0000-000000000000,0c1c7eaa-9774-4b5e-45f4-08da85a8057c
3779,Ermäßigter Mehrwertsteuersatz in der Gastronomie,ZP 11,6,2022-05-13T14:15:00,0c1c7eaa-9774-4b5e-45f4-08da85a8057c,2022-05-13,2022-05-13T00:00:00,20,35,35. Sitzung,7,00000000-0000-0000-0000-000000000000,0c1c7eaa-9774-4b5e-45f4-08da85a8057c
3780,Energiesteuersenkungsgesetz,31,7,2022-05-13T15:00:00,0c1c7eaa-9774-4b5e-45f4-08da85a8057c,2022-05-13,2022-05-13T00:00:00,20,35,35. Sitzung,7,00000000-0000-0000-0000-000000000000,0c1c7eaa-9774-4b5e-45f4-08da85a8057c
3781,Regierungserklärung zum Außerordentlichen Europäischen Rat am 30./31. Mai 2022,8,1,2022-05-19T09:05:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3782,Beschleunigung von Planungs- und Genehmigungsverfahren,9,2,2022-05-19T11:10:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3783,Viertes Corona-Steuerhilfegesetz,"10, ZP 1",3,2022-05-19T12:35:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3784,Untersuchungsausschuss - Afghanistan 2001 - 2021,ZP 2,4,2022-05-19T13:55:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3785,Überweisungen im vereinfachten Verfahren,32,5,2022-05-19T15:15:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3786,Abschließende Beratungen ohne Aussprache,33,6,2022-05-19T15:15:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3787,"Wahl eines Stellvertreters der Präsidentin (1. Wahlgang), PKGr und weitere Wahlen","12, ZP 3, 4",7,2022-05-19T15:20:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3788,"Aktuelle Stunde - Finanzpolitik: Inflation bekämpfen, gerecht entlasten",ZP 6,8,2022-05-19T15:25:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3789,Änderung des SGB II,13,9,2022-05-19T16:30:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3790,"Ukrainehilfe, Nahrungsmittelversorgung weltweit",14,10,2022-05-19T17:25:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3791,Pflegebonusgesetz,15,11,2022-05-19T18:15:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3792,Förderung von E-Autos,16,12,2022-05-19T19:10:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3793,Sanktionsdurchsetzungsgesetz,17,13,2022-05-19T20:05:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3794,Souveränität Deutschlands innerhalb der EU,18,14,2022-05-19T20:50:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3795,"Regionalisierungsgesetz, Neun-Euro-Ticket, ÖPNV-Ausbau",19,15,2022-05-19T21:30:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3796,Steuerliche Umsetzung des Maßnahmenpakets (Energiekosten),20,16,2022-05-19T22:05:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3797,Energiesteuersenkungsgesetz,21,17,2022-05-19T22:20:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3798,Europarechtskonforme Dokumentation der Arbeitszeit,22,18,2022-05-19T22:50:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3799,LNG-Beschleunigungsgesetz,23,19,2022-05-19T23:00:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3800,Änderung des Bundesfernstraßengesetzes,24,20,2022-05-19T23:25:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3801,EU-Verordnung grenzüberschreitende Zustellungen,25,21,2022-05-19T23:40:00,c8625086-6617-4d6d-45f2-08da85a8057c,2022-05-19,2022-05-19T00:00:00,20,37,37. Sitzung,21,00000000-0000-0000-0000-000000000000,c8625086-6617-4d6d-45f2-08da85a8057c
3802,Bundeswehreinsatz in Mali (MINUSMA),26,1,2022-05-20T09:00:00,74a6b063-2547-4d47-45f1-08da85a8057c,2022-05-20,2022-05-20T00:00:00,20,38,38. Sitzung,5,00000000-0000-0000-0000-000000000000,74a6b063-2547-4d47-45f1-08da85a8057c
3803,Bundeswehreinsatz im Sahel mit Schwerpunkt Niger (EUTM Mali),27,2,2022-05-20T09:45:00,74a6b063-2547-4d47-45f1-08da85a8057c,2022-05-20,2022-05-20T00:00:00,20,38,38. Sitzung,5,00000000-0000-0000-0000-000000000000,74a6b063-2547-4d47-45f1-08da85a8057c
